DATE,VEHICLE NO,CENTER NAME,INV NO,PARTY NAME,ITEM,BOX,NET,ICE/WATER,PAY WEIGHT,RATE,AMOUNT
2025-08-10,MH46BB9447,ALIBAG,2792.0,JANVI SEA FOODS,MIX FISH,77.0,3961.0,103,3858.0,18.0,69444.0
2025-08-10,MH48AY5649,VASAI,2793.0,JAI BALA JI,PRAWN HEAD AND SHEL,200.0,6330.0,1059,5271.0,2.0,10542.0
2025-09-10,MH43CK6444,KASARA,2794.0,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,10.0,518.0,29,489.0,2.0,978.0
2025-09-10,MH43CK6444,KASARA,2794.0,NAGESHWAR FISHERIES,MIX FISH,14.0,772.0,41,731.0,24.0,17544.0
2025-09-10,MH46CL8442,ALIBAG,2795.0,JANVI SEA FOODS,MIX FISH,56.0,3090.0,184,2906.0,18.0,52308.0
2025-09-10,MH46BB9585,ALIBAG,2796.0,JANVI SEA FOODS,NET MIX FISH,40.0,2160.0,136,2024.0,26.0,52624.0
2025-09-10,MH46BB9585,ALIBAG,2796.0,JANVI SEA FOODS,MIX FISH,160.0,8640.0,544,8096.0,18.0,145728.0
2025-09-10,MH46CL9310,UTTAN,2797.0,VARAD VINAYAK,MANDELI MIX FISH,13.0,603.0,42,561.0,17.0,9537.0
2025-09-10,MH46CL9310,UTTAN,2797.0,VARAD VINAYAK,NET FISH,57.0,2647.0,182,2465.0,21.0,51765.0
2025-10-10,MH01CV1053,KASARA,2798.0,IMRAN SEA FOOD,NET FISH,103.0,5150.0,412,4738.0,25.0,118450.0
2025-10-10,MH43BP4464,COLABA,2799.0,DK KULAT,NET DISCO BANGD MIX,192.0,10160.0,683,9477.0,26.0,246402.0
2025-10-10,MH43CM6444,KASARA,2800.0,NAGESHWAR FISHERIES,NET MIX FISH,225.0,11050.0,450,10600.0,25.0,265000.0
2025-10-10,MH47AS8678,UTTAN,2801.0,HEMANT KOLI,MANDELI ,26.0,1456.0,88,1368.0,18.0,24624.0
2025-10-10,MH47AS8678,UTTAN,2801.0,HEMANT KOLI,VAKTI,2.0,113.0,7,106.0,20.0,2120.0
2025-10-10,MH47AS8678,UTTAN,2801.0,HEMANT KOLI,DOMA  ,4.0,224.0,14,210.0,20.0,4200.0
2025-10-10,MH47AS8678,UTTAN,2801.0,HEMANT KOLI,MIX FISH,6.0,336.0,20,316.0,21.0,6636.0
2025-10-10,MH16B0576,TALOJA,2802.0,VARAD VINAYAK,PRAWN HEAD AND SHEL,41.0,1430.0,375,1055.0,2.0,2110.0
2025-10-10,MH46CL9310,TALOJA,2803.0,VARAD VINAYAK,MUNDI,14.0,359.0,39,320.0,8.0,2560.0
2025-10-10,MH46CL9310,TALOJA,2803.0,VARAD VINAYAK,BANGDA CHILAPI MIX,21.0,540.0,59,481.0,18.0,8658.0
2025-10-10,MH46AF8868,DHULAI,2804.0,IMRAN SEA FOOD,MIX FISH,212.0,11490.0,848,10642.0,26.0,276692.0
2025-10-10,MH46AF8868,DHULAI,2804.0,IMRAN SEA FOOD,MANDELI MIX FISH,28.0,1520.0,112,1408.0,23.0,32384.0
2025-10-10,MH48AG2108,VASAI,2805.0,JAY BALA JI ,PRAWN HEAD AND SHEL,200.0,6350.0,1000,5350.0,2.0,10700.0
2025-10-10,MH43CA6444,KASARA,2807.0,NAGESHWAR FISHERIES,NET MIX FISH,171.0,8390.0,427,7963.0,25.0,199075.0
2025-11-10,MH43CM6444,KASARA,2808.0,NAGESHWAR FISHERIES,NET FISH,120.0,6020.0,292,5728.0,25.0,143200.0
2025-11-10,MH46CL8442,ALIBAG,2809.0,JANVI SEA FOODS,MIX FISH,56.0,3020.0,92,2928.0,25.0,73200.0
2025-11-10,MH48DC1805,UTTAN,2811.0,VARAD VINAYAK,MANDELI MIX ,11.0,589.0,30,559.0,21.0,11739.0
2025-11-10,MH48DC1805,UTTAN,2811.0,VARAD VINAYAK,MIX FISH,65.0,3481.0,175,3306.0,23.0,76038.0
2025-11-10,MH16B0576,TALOJA,2812.0,VARAD VINAYAK,PRAWN HEAD AND SHEL,0.0,1480.0,148,1332.0,2.0,2664.0
2025-11-10,MH01DR4354,KASARA,2813.0,IMRAN SEA FOOD,NET MIX FISH,160.0,8030.0,640,7390.0,26.0,192140.0
2025-11-10,MH46BB9585,ALIBAG,2814.0,JANVI SEA FOODS,MANDELI TINY MIX,60.0,2517.0,285,2232.0,18.0,40176.0
2025-11-10,MH46BB9585,ALIBAG,2814.0,JANVI SEA FOODS,MIX FISH,45.0,2446.0,214,2232.0,26.0,58032.0
2025-11-10,MH46BB9585,ALIBAG,2814.0,JANVI SEA FOODS,NET MIX FISH,45.0,2694.0,214,2480.0,18.0,44640.0
2025-11-10,MH46BB9585,ALIBAG,2814.0,JANVI SEA FOODS,DAMAGE MIX FISH,50.0,3213.0,237,2976.0,18.0,53568.0
2025-12-10,MH01CV1431,DHULAI,2815.0,KETAN FISHERIES,NET MIX FISH ,93.0,5329.0,117,5212.0,25.0,130300.0
2025-12-10,MH01CV1431,DHULAI,2815.0,KETAN FISHERIES,HEKRU,16.0,917.0,20,897.0,25.0,22425.0
2025-12-10,MH01CV1431,DHULAI,2815.0,KETAN FISHERIES,MANDELI MIX FISH,6.0,344.0,8,336.0,25.0,8400.0
2025-12-10,MH43BP4464,COLABA,2816.0,DK KULAT,NET DISCO,143.0,7508.0,393,7115.0,26.0,184990.0
2025-12-10,MH43BP4464,COLABA,2816.0,DK KULAT,MIX FISH ,25.0,1312.0,69,1243.0,25.0,31075.0
2025-12-10,MH46CL9310,TALOJA,2817.0,VARAD VINAYAK,CHILAPI,55.0,2200.0,132,2068.0,18.0,37224.0
2025-12-10,MH16B0576,TALOJA,2818.0,VARAD VINAYAK,PRAWN HEAD AND SHEL,0.0,1700.0,170,1530.0,2.0,3060.0
2025-12-10,MH43BP1008,KASARA,2819.0,AYAZ SEA FOOD,HEKRU,103.0,5960.0,300,5660.0,25.0,141500.0
2024-10-13,DD01G9519,TALOJA,1694.0,SADGURU SEA FOODS,MIX FISH ,189.0,9163.0,945,8218.0,18.5,152033.0
2024-10-13,DD01G9519,TALOJA,1694.0,SADGURU SEA FOODS,LEFTY ,4.0,194.0,20,174.0,18.5,3219.0
2024-10-13,DD01G9519,TALOJA,1694.0,SADGURU SEA FOODS,RIBBAN,5.0,243.0,25,218.0,18.5,4033.0
2024-10-14,MH46B2928,MADH,1700.0,SADGURU SEA FOODS,DOMA TARLI,16.0,789.0,64,725.0,18.5,13412.5
2024-10-14,MH46B2928,MADH,1700.0,SADGURU SEA FOODS,MIX FISH ,179.0,8825.0,716,8109.0,18.5,150016.5
2024-10-14,MH46B2928,MADH,1700.0,SADGURU SEA FOODS,RIBBAN,5.0,246.0,20,226.0,18.5,4181.0
2024-10-15,DD01G9519,ALIBAG,1708.0,SADGURU SEA FOODS,DOMA MIX FISH,92.0,4510.0,368,4142.0,18.5,76627.0
2024-10-15,DD01G9519,ALIBAG,1708.0,SADGURU SEA FOODS,MIF FISH,44.0,2157.0,176,1981.0,18.5,36648.5
2024-10-15,DD01G9519,ALIBAG,1708.0,SADGURU SEA FOODS,TAINY MIX,31.0,1519.0,124,1395.0,18.0,25110.0
2024-10-15,DD01G9519,ALIBAG,1708.0,SADGURU SEA FOODS,TARLI MIX,8.0,147.0,12,135.0,18.0,2430.0
2024-10-15,DD01G9519,ALIBAG,1708.0,SADGURU SEA FOODS,DOMA MIX FISH DAMAGE,6.0,297.0,24,273.0,15.0,4095.0
2024-10-17,DD01G9748,ALIBAG,1712.0,SADGURU SEA FOODS,CHILAPI ,24.0,1057.0,120,937.0,16.0,14992.0
2024-10-17,DD01G9748,ALIBAG,1712.0,SADGURU SEA FOODS,MIX FISH ,18.0,792.0,90,702.0,18.0,12636.0
2024-10-17,DD01G9748,ALIBAG,1712.0,SADGURU SEA FOODS,BOMBIL,2.0,88.0,10,78.0,15.0,1170.0
2024-10-17,DD01G9748,ALIBAG,1712.0,SADGURU SEA FOODS,DOMA MIX FISH,69.0,3038.0,345,2693.0,18.5,49820.5
2024-10-17,DD01G9748,ALIBAG,1712.0,SADGURU SEA FOODS,TAINY MIX ,10.0,441.0,50,391.0,16.0,6256.0
2024-10-17,DD01G9748,ALIBAG,1712.0,SADGURU SEA FOODS,TARLI,1.0,44.0,5,39.0,21.0,819.0
2025-05-17,MH46BB2928,VASHI,2225.0,SADGURU SEA FOODS,CHIALPI,185.0,8788.0,1018,7770.0,17.0,132090.0
2025-05-17,MH46BB2928,VASHI,2225.0,SADGURU SEA FOODS,SMALL CHILAPI,15.0,713.0,82,631.0,17.0,10727.0
2025-05-30,MH42AR7313,BIGVAN,2255.0,SADGURU SEA FOODS,CHILAPI,36.0,1850.0,270,1580.0,17.0,26860.0
2025-05-31,MH42BP8377,BIGVAN,2260.0,SADGURU SEA FOODS,CHILAPI,94.0,3896.0,410,3486.0,17.0,59262.0
2025-05-31,MH42BP8377,BIGVAN,2260.0,SADGURU SEA FOODS,SMALL CHILAPI,16.0,663.0,70,593.0,17.0,10081.0
2025-06-02,MH46BM0698,BIGVAN,2274.0,SADGURU SEA FOODS,CHIALPI,3.0,164.0,30,134.0,14.0,1876.0
2025-06-02,MH46BM0698,BIGVAN,2274.0,SADGURU SEA FOODS,TENGDA,24.0,1296.0,240,1056.0,14.0,14784.0
2025-06-02,MH46BB2928,BIGVAN,2276.0,SADGURU SEA FOODS,SMALL MIX FISH,43.0,2092.0,215,1877.0,14.0,26278.0
2025-06-02,MH46BB2928,BIGVAN,2276.0,SADGURU SEA FOODS,CHILAPI,149.0,7249.0,745,6504.0,14.0,91056.0
2025-06-02,MH46BB2928,BIGVAN,2276.0,SADGURU SEA FOODS,PEDWA,8.0,389.0,40,349.0,14.0,4886.0
2025-06-06,MH46BM0698,BIGVAN,2290.0,SADGURU SEA FOODS,SMALL TENGADA,38.0,1640.0,216,1424.0,13.0,18512.0
2025-06-06,MH46BB2928,BIGVAN,2291.0,SADGURU SEA FOODS,CHILAPI,200.0,9430.0,1504,7926.0,13.0,103038.0
2025-06-08,MH42BF8446,BIGVAN,2296.0,SADGURU SEA FOODS,CHILPAI,85.0,3780.0,183,3597.0,12.0,43164.0
2025-06-27,MH46BM0698,BIGVAN,2344.0,SADGURU SEA FOODS,CHILAPI,4.0,198.0,19,179.0,12.0,2148.0
2025-06-27,MH46BM0698,BIGVAN,2344.0,SADGURU SEA FOODS,TENGDA,21.0,1042.0,98,944.0,12.0,11328.0
2025-07-09,DD01G9748,VASAI,2488.0,SADGURU SEA FOODS,TENGADA,7.0,261.0,23,238.0,12.0,2856.0
2025-07-09,DD01G9748,VASAI,2488.0,SADGURU SEA FOODS,CHILAPI,11.0,409.0,35,374.0,12.0,4488.0
2025-07-18,MH46BM1322,TALOJA,2552.0,SADGURU SEA FOODS,TENGADA,10.0,111.0,30,81.0,12.0,972.0
2025-07-18,MH46BM1322,TALOJA,2552.0,SADGURU SEA FOODS,CHILAPI,2.0,408.0,6,402.0,12.0,4824.0
2024-08-02,MH46BM0698,MADH,2820.0,HEMANT KOLI,NET DISCO,21,1504.0,276,1129.0,14.63,12057.0
2024-03-26,MH01CV1431,ALIBAG,2821.0,JANVI SEA FOODS,DAMAGE MIX FISH,LOOSE,3105.0,236,2392.0,16.66,63189.0
2025-10-23,MH46BB2928,BIGVAN,2822.0,SADGURU SEA FOODS,CHILAPI,194,11181.0,1242,8560.0,13.62,109599.0
2024-12-14,MH43BP1008,ALIBAG,2823.0,SADGURU SEA FOODS,DOMA MIX FISH,81,2952.0,316,2217.0,18.8,44894.0
2025-08-08,MH46BM1322,KASARA,2824.0,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,27,1207.0,153,1102.0,2.18,1708.0
2025-03-27,MH46BB9585,KASARA,2825.0,KETAN FISHERIES,MIX FISH,71,3591.0,128,2462.0,14.64,50826.0
2024-05-09,MH46CL8442,TALOJA,2826.0,MG SEA FOODS,BANGDA CHILAPI MIX,5,278.0,23,226.0,9.83,2317.0
2024-09-19,MH42BP8377,BIGVAN,2827.0,SADGURU SEA FOODS,MANDELI TINY MIX,14,744.0,60,576.0,18.47,9797.0
2024-03-06,MH43CL9310,ALIBAGS,2828.0,VARAD VINAYAK,MANDELI TINY MIX,52,1974.0,48,1458.0,1.83,3613.0
2024-03-09,MH42BP8377,BIGVAN,2829.0,JAI BALA JI,CHILAPI,80,3817.0,433,4057.0,15.93,61866.0
2025-02-14,MH43BP4464,KASARA,2830.0,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,11,460.0,32,484.0,1.82,1149.0
2024-01-22,MH46CL8442,ALIBAGS,2831.0,JANVI SEA FOODS,MIX FISH,45,2845.0,155,2326.0,18.95,45017.0
2025-01-07,MH46BB2928,VASHI,2832.0,SADGURU SEA FOODS,SMALL CHILAPI,LOOSE,848.0,81,671.0,18.08,9025.0
2024-08-17,MH48DC1805,COLABA,2833.0,AYAZ SEA FOOD,MIX FISH ,21,1256.0,60,1206.0,22.55,28564.0
2024-02-19,MH43CM6444,KASARA,2834.0,JANVI SEA FOODS,NET MIX FISH,LOOSE,11681.0,446,8987.0,27.09,273609.0
2024-11-20,DD01G9748,COLABA,2835.0,SADGURU SEA FOODS,CHILAPI ,23,1204.0,129,972.0,16.81,12577.0
2024-09-15,MH43CA6444,TALOJA,2836.0,NAGESHWAR FISHERIES,NET HEKRU,38,2273.0,129,2516.0,23.81,50759.0
2024-01-14,MH43CM6444,KASARA,2837.0,NAGESHWAR FISHERIES,PRAWN HEAD AND SHEL,LOOSE,5676.0,329,5321.0,1.84,11222.0
2024-11-07,MH01CV1053,VASAI,2838.0,DK KULAT,PRAWN HEAD AND SHEL,40,1518.0,403,1105.0,1.94,1735.0
2025-10-21,DD01G9748,TALOJA,2839.0,JAI BALA JI,BANGDA CHILAPI MIX,10,465.0,31,312.0,12.14,3755.0
2025-02-10,MH16B0576,TALOJA,2840.0,JAY BALA JI ,SMALL MIX FISH,0.0,3306.0,345,3398.0,1.9,8075.0
2024-06-06,MH46BB9585,ALIBAG,2841.0,SADGURU SEA FOODS,TENGADA,72,4105.0,272,4451.0,19.19,85714.0
2024-09-14,MH43AS9253,MADH,2842.0,NAGESHWAR FISHERIES,DOMA TARLI,14,740.0,75,770.0,19.7,12891.0
2024-10-07,MH43CL9310,ALIBAG,2843.0,VARAD VINAYAK,MUNDI,59,3522.0,183,3864.0,24.29,90312.0
2024-04-12,MH46CL9310,BIGVAN,2844.0,VARAD VINAYAK,PRAWN HEAD AND SHEL,0.0,1693.0,219,1934.0,2.07,3631.0
2024-12-06,MH46BM0698,BIGVAN,2845.0,SADGURU SEA FOODS,TENGDA,25,1163.0,235,1043.0,13.35,16028.0
2025-11-16,MH42BP8377,BIGVAN,2846.0,SADGURU SEA FOODS,DOMA MIX FISH DAMAGE,106,4301.0,415,3567.0,16.54,55620.0
2025-08-12,MH46CL8442,ALIBAG,2847.0,JANVI SEA FOODS,MIX FISH,64,3253.0,196,3034.0,17.9,52986.0
2024-10-22,MH42BP8377,TALOJA,2848.0,VARAD VINAYAK,PRAWN HEAD AND SHEL,0.0,8811.0,1019,7898.0,2.0,17676.0
2025-01-09,MH43CM6444,VASAI,2849.0,NAGESHWAR FISHERIES,NET FISH,30,1616.0,77,1203.0,23.15,35903.0
2025-03-16,MH46BM1322,TALOJA,2850.0,RAMAKANT AKHADE,TENGADA,9,132.0,27,86.0,11.45,906.0
2025-06-08,MH48AY5649,COLABA,2851.0,VARAD VINAYAK,PRAWN HEAD AND SHEL,0.0,1817.0,174,1635.0,2.18,2498.0
2024-06-02,MH01EE9329,KASARA,2852.0,DK KULAT,NET MIX FISH ,89,3797.0,273,4992.0,16.45,58655.0
2025-05-19,MH43CM6444,KASARA,2853.0,NAGESHWAR FISHERIES,MIX FISH,0.0,5471.0,270,5182.0,13.95,114234.0
